-58.01,nan,-167.57,-119.92,-104.24,nan,-177.7,-151.27,nan,-708.11,-46.51,-81.25,nan,-185.4,-47.05,nan,-138,-208.63,-186.85,nan,-145,-119.84,nan,-74.78,-60.05,-61.19,-158.01,-99.75,-170.36,-157.1,-61.28,-190.73,-219.67,-218.31,-108.07,-106.25,147.95,nan,-93.75,-142.24,-128.62,-105.49,nan,-40.12,nan,nan,nan,-200.44,-48.3,nan,nan,4.01,-143.68,-124.29,-193.6,nan,-201.55,nan,-13.31,-75.15,-160.91,-115.6,nan,-131.5,-64.09,-64.98,-54.45,nan,-95.13,-109.43,-85.01,nan,-147.81,-133.7,nan,-229.57,-130.41,-117.22,nan,nan,-138.56,-141.83,-148.72,-129.73,-127.24,-111.35,-98.06,-120.95,nan,nan,-144.55,-68.46,-74.16,nan,-124.02,nan,nan,nan,nan
-57.38,nan,-170.74,-119.94,-96.58,nan,-177.33,-156.79,nan,-710.98,-45.35,-80.73,nan,-189.04,-51.2,nan,-133.62,-210.31,-188.49,nan,-143.34,-121.94,nan,-68.78,-61.27,-59.75,-150.3,-98.53,-159.48,-156.15,-60.52,-189.96,-220.01,-218.21,-108.74,-109.22,148.52,nan,-94.14,-140.06,-130.71,-103.43,nan,-40.84,nan,nan,nan,-200.81,-47.12,nan,nan,9.5,-145.43,-124.97,-195.61,nan,-202.07,nan,-12.57,-76.02,-161.89,-115.33,nan,-133.28,-64.35,-61.42,-51.56,nan,-94.19,-106.85,-86.76,nan,-147.7,-138.05,nan,-233.9,-132.16,-114.25,nan,nan,-139.18,-139.66,-148.5,-129.5,-130.1,-112.1,-98.27,-120.97,nan,nan,-142.2,-64.29,-76.96,nan,-125.16,nan,nan,nan,nan
-55.36,nan,-172.59,-119.38,-101.11,nan,-176.7,-150.33,nan,-705.17,-48.77,-83.69,nan,-187.5,-46.87,nan,-138.92,-209.13,-188.72,nan,-142.47,-121.03,nan,-73.86,-62.25,-61.13,-158.5,-101.06,-169.86,-156.4,-57.26,-191.31,-220.61,-218.44,-110.97,-112.75,148.34,nan,-93.86,-142.15,-129.63,-103.42,nan,-39.57,nan,nan,nan,-201.73,-45.89,nan,nan,6.3,-139.47,-121.32,-193.89,nan,-200.46,nan,-14.17,-73.35,-161.01,-114.45,nan,-130.95,-63.87,-62.36,-52.92,nan,-96.74,-109.99,-86.82,nan,-144.59,-137.81,nan,-228.74,-129,-115.26,nan,nan,-140.78,-141.31,-148.23,-132.09,-133.59,-112.89,-98.06,-120.77,nan,nan,-146.08,-66.08,-77.69,nan,-124.21,nan,nan,nan,nan
-56.99,nan,-173.22,-119.94,-102.31,nan,-177.6,-149.27,nan,-706.33,-46.5,-78.79,nan,-185.75,-47.74,nan,-141.63,-209.7,-186.99,nan,-144.07,-120.2,nan,-73.96,-61.42,-61.51,-159.81,-101.92,-169.58,-155.32,-61.66,-191.19,-219.58,-218.81,-110.56,-113.73,146.43,nan,-95.17,-140.73,-135.58,-107.01,nan,-41.97,nan,nan,nan,-202.27,-47.63,nan,nan,3.86,-143.54,-124.07,-193.23,nan,-200.38,nan,-14.47,-72.88,-161.63,-116.47,nan,-128.88,-65.27,-63.08,-53.39,nan,-97.52,-110.03,-87.5,nan,-145.92,-136.19,nan,-229.46,-127.46,-114.77,nan,nan,-140.43,-141.95,-149.18,-131.65,-135.79,-112.85,-97.55,-121.7,nan,nan,-144.73,-68.18,-78.99,nan,-123.82,nan,nan,nan,nan
-58.04,nan,-170.55,-118.44,-101.08,nan,-177.71,-149.53,nan,-707.1,-45.07,-79.92,nan,-186.33,-47.49,nan,-141.17,-209.84,-186.61,nan,-143.95,-120.4,nan,-74.01,-61.8,-60.47,-159.55,-102.43,-168.73,-156.2,-60.83,-191.49,-219.21,-218.78,-110.95,-114.19,146.98,nan,-94.8,-140.87,-136.11,-108.1,nan,-39.27,nan,nan,nan,-201.6,-46.92,nan,nan,8.18,-142.44,-124.16,-193.57,nan,-200.18,nan,-15.12,-74.51,-162.28,-116.82,nan,-131.08,-64.9,-65.08,-52.48,nan,-95.64,-108.87,-86.82,nan,-145.18,-134.75,nan,-229.57,-127.22,-115.54,nan,nan,-140.89,-142.84,-148.55,-131.35,-135.71,-110.79,-96.68,-121.24,nan,nan,-144.56,-66.79,-81.62,nan,-123.86,nan,nan,nan,nan
-57.7,nan,-164.81,-118.94,-104.07,nan,-177.81,-151.41,nan,-708.62,-44.84,-79.61,nan,-186.07,-47.12,nan,-141.41,-208.59,-187.97,nan,-142.28,-120.7,nan,-74.85,-61.46,-60,-156.55,-100.77,-169.57,-159.09,-61.56,-191.31,-219.71,-219.09,-105.02,-115.1,149.48,nan,-95.93,-140.21,-123.28,-105.12,nan,-37.79,nan,nan,nan,-201.12,-50.86,nan,nan,1.13,-142.67,-124.94,-193.77,nan,-200.15,nan,-13.64,-73.48,-164.99,-118.39,nan,-129.27,-66.1,-63.97,-54.05,nan,-97.9,-109.12,-87.46,nan,-144.81,-136.57,nan,-228.57,-127.14,-116.05,nan,nan,-141.43,-142.3,-147.7,-132.24,-135.42,-111.99,-99.39,-120.71,nan,nan,-143.34,-70.74,-75.71,nan,-124.24,nan,nan,nan,nan
-54.87,nan,-172.25,-116.94,-112.33,nan,-177.33,-150.37,nan,-705.78,-43.96,-80.91,nan,-183.98,-47.29,nan,-141.28,-207.93,-186.23,nan,-140.07,-120.34,nan,-73.49,-59.97,-59.82,-158.29,nan,-170.04,-151.98,-58.84,-190.86,-220.12,-217.55,-105.37,-113.19,145.81,nan,-94.65,-139.63,-133.81,-103.99,nan,-38.41,nan,nan,nan,-200.18,-53,nan,nan,1.76,-142.52,-124.15,-193.31,nan,-200.09,nan,-14.56,-69.45,-160,-116.92,nan,-127.42,-65,-61.9,-52.84,nan,-95.68,-110.08,-86,nan,-144.55,-135.57,nan,-226.92,-128.08,-114.27,nan,nan,-141.86,-141.78,-148.02,-131.03,-135.13,-107.69,-97.8,-119.62,nan,nan,-144.54,-66.82,-79.81,nan,-123.39,nan,nan,nan,nan
-57.77,nan,-168.15,-118.41,-104.86,nan,-177.59,-152,nan,-709.72,-44.42,-81.06,nan,-182.51,-46.96,nan,-139.73,-205.77,-184.64,nan,-138.96,-119.71,nan,-74.19,-61.13,-59.49,-155.96,-103.29,-172.34,-153.8,-57.8,-189.75,-219.6,-216.5,-110.87,-100.85,147.04,nan,-93.57,-137.76,-121.17,-101.73,nan,-38.86,nan,nan,nan,-198.98,-50.58,nan,nan,-4.76,-141.1,-122.03,-192.73,nan,-199.83,nan,-8.79,-71.26,-161.94,-117.75,nan,-128.11,-63.35,-62.98,-52.01,nan,-93.87,-108.02,-85.68,nan,-143.9,-132.93,nan,-227.29,-126.9,-115.01,nan,nan,-137.02,-141.69,-151.39,-129.43,-135.88,-113.19,-96.65,-118.7,nan,nan,-143.44,-69,-73.23,nan,-121.89,nan,nan,nan,nan
-57.79,nan,-162.15,-116.78,-99.67,nan,-176.34,-152.84,nan,-706.84,-40.83,-81.91,nan,-184.66,-47.08,nan,-139,-208.53,-186.81,nan,-138.94,-119.33,nan,-72.84,-60.56,-58.77,-168.94,-99.16,-170.3,-154.39,-56.57,-190.26,-219.25,-217.47,-110.24,-96.98,151.26,nan,-94.01,-138.37,-122.24,-100.46,nan,-37.6,nan,nan,nan,-199.45,-46.11,nan,nan,8.03,-139.42,-122.43,-192.44,nan,-200,nan,-11.91,-71.56,-164.9,-120.5,nan,-131.43,-64.62,-59.14,-49.55,nan,-98.6,-109.13,-85.75,nan,-145.6,-134.2,nan,-226.04,-125.31,-114.86,nan,nan,-139.15,-140.01,-147.47,-130.2,-136.62,-111.06,-97.1,-119.92,nan,nan,-142.88,-70.89,-72.24,nan,-121.49,nan,nan,nan,nan
-54.55,nan,-170.76,-117.9,-100.97,nan,-175.78,-147.57,nan,-704.02,-44.24,-77.74,nan,-182.99,-44.49,nan,-137.07,-206.52,-184.71,nan,-137.83,-116.53,nan,-70.42,-57.02,-58.84,-157.51,-100.06,-168.92,-152.71,-57.9,-189.1,-217.49,-215.84,-107.99,-112.11,151.12,nan,-92.22,-137.53,-132.25,-103,nan,-38.19,nan,nan,nan,-199.13,-45.58,nan,nan,2.78,-140.99,-122.8,-190.75,nan,-199.2,nan,-12.6,-69.27,-158.62,-114.7,nan,-127.87,-63.17,-60.26,-51.41,nan,-94.82,-109.55,-83.03,nan,-142.53,-132.29,nan,-228.57,-125.92,-113.69,nan,nan,-138.13,-139.36,-146.79,-129.9,-132.93,-111.09,-97.45,-118.42,nan,nan,-142.62,-65.81,-75.63,nan,-120.95,nan,nan,nan,nan
